X_a_1,X_a_2
0.49421,0.06743
0.18003,0.30220
0.21686,0.92040
0.70841,0.58402
0.73530,0.24375
0.28225,0.34331
0.75058,0.93247
0.06413,0.55530
0.90049,0.71232
0.32446,0.79642
0.10628,0.73215
0.37795,0.87074
0.20062,0.16745
0.36701,0.87544
0.87393,0.53662
0.35520,0.12738
0.61805,0.24841
0.65463,0.24332
0.25200,0.32925
0.98822,0.28974
0.89912,0.94324
0.42024,0.90965
0.86490,0.21665
0.57287,0.85275
0.16975,0.50367
0.11128,0.82980
0.77580,0.51760
0.89093,0.85467
0.77271,0.84928
0.62628,0.73149
0.81540,0.64809
0.58863,0.85186
0.83570,0.98253
0.32515,0.50527
0.85703,0.88263
0.21943,0.49869
0.21389,0.16332
0.12402,0.40145
0.65489,0.70666
0.02293,0.81444
0.28367,0.45917
0.37806,0.25482
0.03067,0.13670
0.62177,0.48008
0.25615,0.61461
0.61221,0.93993
0.65922,0.66480
0.62321,0.03641
0.53719,0.10917
0.17803,0.82515
0.32418,0.86515
0.22296,0.00844
0.54393,0.61816
0.42560,0.71698
0.66237,0.59134
0.13610,0.15805
0.94746,0.92219
0.46237,0.67673
0.39100,0.56761
0.31229,0.03001
0.60317,0.12600
0.71862,0.53643
0.56861,0.56021
0.99838,0.67971
0.28816,0.47601
0.07211,0.93568
0.77433,0.26643
0.44606,0.05279
0.87370,0.28288
0.32518,0.67082
0.64049,0.06340
0.09029,0.24254
0.93735,0.74053
0.10891,0.30386
0.83289,0.15381
0.56295,0.26498
0.50293,0.76467
0.79053,0.18545
0.70940,0.79884
0.33258,0.59124
0.86377,0.20544
0.84249,0.75930
0.84868,0.35050
0.72543,0.67234
0.01547,0.46264
0.17511,0.37654
0.10894,0.42732
0.41188,0.36787
0.51643,0.28131
0.19279,0.89438
0.85153,0.82982
0.13694,0.88185
0.66681,0.28752
0.25960,0.64153
0.40705,0.92226
0.53610,0.38992
0.18714,0.51593
0.77441,0.66059
0.27038,0.67376
0.92882,0.31724
0.87169,0.85573
0.23079,0.73240
0.47335,0.50310
0.79530,0.78907
0.45651,0.78734
0.51688,0.12025
0.56718,0.52255
0.84372,0.88808
0.21724,0.81183
0.38487,0.61463
0.35238,0.91057
0.21078,0.88718
0.93844,0.18232
0.68395,0.48592
0.81463,0.57976
0.15377,0.40790
0.27138,0.79976
0.36838,0.11435
0.37473,0.61473
0.32372,0.35549
0.12700,0.80294
0.36412,0.74141
0.48967,0.86367
0.93646,0.95485
0.18347,0.66666
0.02475,0.65674
0.46865,0.51251
0.09669,0.12928
0.92469,0.25551
0.64441,0.95219
0.97282,0.74430
0.06112,0.47762
0.43459,0.21627
0.89263,0.57611
0.84115,0.06929
0.06871,0.43361
0.84429,0.50717
0.76584,0.77248
0.04733,0.65963
0.32645,0.18557
0.88109,0.39873
0.59792,0.43565
0.31383,0.92552
0.78582,0.55724
0.93130,0.59985
0.33033,0.55196
0.03302,0.32422
0.80091,0.49753
0.76796,0.48792
0.68425,0.34070
0.09444,0.78645
0.18456,0.99889
0.22783,0.44536
0.91918,0.53224
0.53105,0.08469
0.88659,0.44089
0.36036,0.66691
0.13478,0.25369
0.81139,0.53178
0.53718,0.48947
0.66293,0.47428
0.72884,0.64643
0.14097,0.31992
0.55887,0.78205
0.83564,0.56089
0.43816,0.58816
0.55509,0.89535
0.35342,0.05438
0.52610,0.42571
0.48714,0.94533
0.06598,0.58627
0.77530,0.11524
0.52270,0.67761
0.42974,0.79818
0.17926,0.48907
0.33205,0.00374
0.33077,0.86414
0.69130,0.31850
0.35038,0.32069
0.89315,0.66530
0.31975,0.64294
0.22288,0.21635
0.59979,0.53199
0.57394,0.84015
0.35088,0.33893
0.39805,0.51477
0.39112,0.03696
0.07880,0.81441
0.82251,0.42114
0.49767,0.88456
0.92907,0.54393
0.20056,0.07618
0.81862,0.51632
0.71919,0.77912
0.40505,0.00906
0.48698,0.19443
0.75514,0.71427
0.74847,0.31459
0.32959,0.01064
0.02938,0.39086
0.11839,0.45650
0.03456,0.93026
0.50124,0.08497
0.85875,0.38350
0.37169,0.49987
0.41709,0.41258
0.86753,0.30736
0.49304,0.17756
0.49054,0.93067
0.15797,0.43950
0.39771,0.41663
0.94364,0.24728
0.07649,0.90765
0.95378,0.74346
0.83285,0.10213
0.39808,0.34392
0.78129,0.41581
0.86154,0.16976
0.72384,0.40560
0.13277,0.41817
0.45631,0.36462
0.17327,0.12201
0.55548,0.52571
0.23309,0.31707
0.81030,0.83096
0.30944,0.68389
0.77006,0.14761
0.47135,0.82591
0.01464,0.31987
0.93970,0.18704
0.08593,0.66069
0.02053,0.27058
0.45225,0.96665
0.22795,0.66071
0.05281,0.23000
0.81542,0.98389
0.36959,0.34783
0.87835,0.63364
0.81711,0.41509
0.32008,0.78776
0.21386,0.24798
0.27232,0.55533
0.89530,0.08763
0.94227,0.17398
0.37234,0.93167
0.24454,0.57846
0.28476,0.19114
0.17061,0.01221
0.38097,0.77846
0.00058,0.94457
0.20111,0.11901
0.14420,0.49137
0.19731,0.28727
0.05239,0.77049
0.71256,0.40981
0.51341,0.98238
0.26945,0.67632
0.93334,0.57254
0.21847,0.70169
0.57730,0.28692
0.33098,0.11028
0.01013,0.74061
0.86032,0.22542
0.18748,0.22979
0.22513,0.91194
0.75448,0.56256
0.82364,0.24470
0.53713,0.98470
0.85449,0.44249
0.40025,0.79307
0.83019,0.37069
0.54318,0.85114
0.79665,0.01691
0.15412,0.28250
0.14750,0.53451
0.32907,0.58102
0.95759,0.83088
0.38534,0.38238
0.76316,0.57807
0.18085,0.22649
0.30820,0.30482
0.92397,0.39056
0.32867,0.29539
0.85798,0.45406
0.61654,0.27417
0.91453,0.21082
0.83790,0.02110
0.80664,0.76672
0.10861,0.53383
0.37912,0.29795
0.94427,0.21379
0.50375,0.07536
0.68613,0.39535
0.02828,0.15770
0.85070,0.86729
0.85453,0.19929
0.89966,0.71064
0.79821,0.32243
0.87392,0.23388
0.74071,0.41203
0.39704,0.18241
0.98565,0.69176
0.89769,0.37476
0.71489,0.56249
0.96399,0.87442
0.18867,0.55643
0.06412,0.20501
0.61793,0.94389
0.39092,0.98617
0.60029,0.23391
0.09172,0.21489
0.32093,0.85993
0.36976,0.27635
0.58850,0.22494
0.87056,0.06590
0.15930,0.78091
0.31155,0.53317
0.12766,0.48949
0.45304,0.99660
0.72211,0.84522
0.32624,0.35037
0.38875,0.92525
0.78558,0.65116
0.03164,0.91109
0.67751,0.17882
0.45379,0.09782
0.33507,0.65340
0.58102,0.26441
0.14905,0.62822
0.60733,0.67683
0.62137,0.16053
0.38591,0.73763
0.59458,0.51586
0.49456,0.79940
0.59368,0.54811
0.82002,0.12872
0.76412,0.43319
0.15590,0.53399
0.18126,0.94092
0.75263,0.32001
0.98289,0.70771
0.50188,0.55483
0.69578,0.82205
0.87541,0.37062
0.95922,0.93445
0.71954,0.39276
0.01723,0.10857
0.64128,0.78100
0.84693,0.45682
0.41100,0.74662
0.27313,0.77471
0.62080,0.68250
0.68207,0.25021
0.52374,0.27921
0.65920,0.79903
0.69993,0.57364
0.61211,0.62231
0.55462,0.40926
0.59104,0.93903
0.72285,0.30670
0.55643,0.46959
0.44023,0.90536
0.27931,0.76215
0.92280,0.21820
0.44596,0.07811
0.72015,0.40918
0.76114,0.42655
0.87236,0.83882
0.66138,0.57321
0.58687,0.23173
0.24043,0.53823
0.45343,0.69979
0.26465,0.58196
0.94686,0.45939
0.24059,0.14905
0.65786,0.84232
0.56167,0.80106
0.45833,0.27958
0.84701,0.52078
0.04619,0.68993
0.29691,0.99718
0.87023,0.04506
0.54583,0.32462
0.16397,0.53581
0.81704,0.57447
0.35023,0.67168
0.82047,0.23456
0.30698,0.53497
0.85138,0.14528
0.83999,0.71621
0.29501,0.08373
0.06753,0.47182
0.88531,0.08625
0.97899,0.11243
0.74776,0.79924
0.54227,0.68296
0.46979,0.13202
0.45870,0.41339
0.58277,0.84962
0.31619,0.51963
0.45037,0.10531
0.22872,0.16764
0.44612,0.07503
0.82571,0.72681
0.57757,0.31830
0.24666,0.99156
0.79673,0.96818
0.73950,0.04571
0.98748,0.75281
0.47370,0.88751
0.21373,0.85793
0.10393,0.40907
0.26036,0.66955
0.01003,0.24673
0.09149,0.25197
0.17881,0.94563
0.62797,0.72065
0.41300,0.38439
0.33121,0.49463
0.63278,0.62838
0.08529,0.47913
0.82081,0.11184
0.98400,0.61363
0.72544,0.55404
0.53426,0.51463
0.70033,0.34929
0.16223,0.57010
0.48457,0.74071
0.04903,0.99123
0.99995,0.02439
0.82103,0.75684
0.14191,0.68092
0.08283,0.55411
0.15769,0.91266
0.95809,0.28393
0.33475,0.23976
0.91500,0.81194
0.46367,0.06072
0.48892,0.71008
0.91352,0.80087
0.86180,0.58362
0.85329,0.30236
0.97590,0.42360
0.41832,0.20639
0.71484,0.96825
0.92710,0.73376
0.68953,0.97016
0.30954,0.20642
0.52398,0.87476
0.63460,0.01442
0.32817,0.68741
0.03016,0.59661
0.54768,0.41928
0.76596,0.91633
0.38601,0.05339
0.27728,0.85738
0.92530,0.05145
0.05294,0.38050
0.31406,0.91632
0.11287,0.08502
0.17616,0.74515
0.98424,0.97394
0.61087,0.67797
0.97146,0.93654
0.09897,0.58470
0.07629,0.30753
0.93054,0.52108
0.74445,0.53973
0.61939,0.64286
0.52724,0.19348
0.56224,0.54670
0.11755,0.35016
0.08523,0.92769
0.50791,0.29013
0.64804,0.80713
0.08607,0.72451
0.57845,0.15422
0.06393,0.37010
0.10103,0.45711
0.36490,0.34819
0.34174,0.57745
0.53808,0.60531
0.91625,0.96075
0.48036,0.96619
0.52202,0.44349
0.88057,0.77708
0.35142,0.47393
0.09358,0.74355
0.10156,0.66011
0.79966,0.73927
0.93856,0.84285
0.28365,0.08408
0.78299,0.32455
0.29667,0.89284
0.90380,0.46370
0.64098,0.16630
0.39148,0.45680
0.91766,0.85891
0.20991,0.61883
0.93047,0.57737
0.14213,0.63467
0.46423,0.85081
0.58591,0.15920
0.34168,0.49464
0.22438,0.89490
0.50961,0.03588
0.40225,0.53075
0.26090,0.44367
0.20940,0.41272
0.03315,0.27664
0.46598,0.50939
0.89295,0.51167
0.70511,0.49812
0.97415,0.25561
0.35640,0.19867
0.23517,0.68334
0.03606,0.35110
0.85752,0.45055
0.21424,0.36462
0.79415,0.70240
0.11453,0.98029
0.59670,0.70421
0.16874,0.81351
0.39962,0.21708
0.88338,0.72662
0.78418,0.23046
0.51264,0.16744
0.08824,0.67575
0.53825,0.78422
0.72836,0.39038
0.22578,0.88563
0.00628,0.31931
0.08263,0.79521
0.91524,0.83626
0.47905,0.15777
0.11732,0.82889
0.09451,0.21830
0.26649,0.35654
0.14087,0.31918
0.09874,0.95291
0.06729,0.72354
0.87675,0.81767
0.63682,0.60136
0.42242,0.64403
0.78632,0.81651
0.55587,0.91608
0.22572,0.17518
0.97392,0.62393
0.15173,0.87709
0.17136,0.76871
0.64107,0.03810
0.34686,0.21353
0.09399,0.21439
0.67155,0.57617
0.25688,0.47856
0.36084,0.20279
0.97183,0.32990
0.49128,0.32164
0.41008,0.87837
0.66200,0.02126
0.79814,0.39406
0.41253,0.13462
0.90721,0.63152
0.75251,0.47468
0.31953,0.23500
0.33422,0.58818
0.57008,0.90604
0.40727,0.91708
0.23334,0.43163
0.03407,0.12550
0.58021,0.44761
0.29764,0.77709
0.46312,0.53769
0.59536,0.14569
0.31081,0.36818
0.71991,0.43160
0.79141,0.89704
0.19866,0.58856
0.73056,0.09744
0.54839,0.59102
0.53175,0.01059
0.60129,0.77999
0.12773,0.73244
0.47293,0.34383
0.99935,0.93266
0.56168,0.70180
0.42222,0.72446
0.15125,0.47466
0.14528,0.45054
0.72917,0.87306
0.73608,0.34900
0.30436,0.88147
0.78100,0.29043
0.31599,0.01512
0.01796,0.06802
0.29301,0.75431
0.93942,0.83737
0.25255,0.43738
0.11165,0.67603
0.72061,0.93546
0.48075,0.28039
0.63928,0.59870
0.27421,0.51709
0.08193,0.89596
0.19333,0.93055
0.28015,0.62151
0.42634,0.55647
0.38239,0.27754
0.01473,0.23065
0.24943,0.01742
0.70917,0.48912
0.17178,0.81499
0.11216,0.84121
0.25336,0.39982
0.60321,0.30607
0.39934,0.84743
0.71271,0.29491
0.50044,0.20426
0.20480,0.48884
0.45023,0.80066
0.18151,0.32630
0.11555,0.59541
0.36221,0.43600
0.03272,0.91056
0.15580,0.31674
0.83650,0.50754
0.80762,0.60340
0.39709,0.76766
0.59818,0.98442
0.15747,0.41033
0.13443,0.34045
0.92358,0.08232
0.13581,0.41152
0.95087,0.62507
0.74664,0.27175
0.87834,0.37924
0.57847,0.17590
0.46724,0.63049
0.78298,0.13379
0.84805,0.99784
0.63514,0.71864
0.84583,0.62025
0.32722,0.40776
0.56654,0.55475
0.45892,0.05891
0.00533,0.62303
0.85886,0.84727
0.63575,0.62065
0.54678,0.87759
0.61294,0.21810
0.92833,0.41177
0.10751,0.03239
0.75317,0.53422
0.08474,0.44838
0.56518,0.14899
0.99042,0.59735
0.53335,0.72264
0.94439,0.51948
0.66793,0.84153
0.29494,0.72718
0.62966,0.85661
0.42781,0.57601
0.88965,0.61941
0.00141,0.88305
0.28973,0.17779
0.61650,0.60335
0.08470,0.81761
0.39828,0.42215
0.99131,0.00832
0.96816,0.24678
0.00601,0.05298
0.26555,0.70867
0.09285,0.11692
0.06234,0.18907
0.27210,0.63313
0.95923,0.98687
0.04874,0.14185
0.96596,0.40748
0.96307,0.31808
0.45340,0.58943
0.91375,0.28624
0.12815,0.72875
0.93855,0.05882
0.48411,0.66238
0.17196,0.84980
0.40372,0.97569
0.47700,0.67659
0.31466,0.87599
0.50909,0.31795
0.24210,0.84903
0.45566,0.54314
0.07762,0.48929
0.69463,0.32112
0.39912,0.72514
0.36875,0.33899
0.60963,0.29504
0.76985,0.46793
0.98718,0.34597
0.58862,0.48004
0.09040,0.42168
0.12462,0.39585
0.66682,0.53880
0.56165,0.87261
0.59150,0.26078
0.76336,0.20379
0.59034,0.34935
0.33421,0.67802
0.93872,0.24397
0.31153,0.81858
0.65433,0.98846
0.03023,0.29143
0.29721,0.36102
0.22849,0.35989
0.41460,0.56123
0.63777,0.97549
0.10188,0.35863
0.03154,0.56047
0.49694,0.93371
0.29122,0.63822
0.64868,0.19503
0.48232,0.01013
0.38071,0.47374
0.12633,0.36762
0.13734,0.59765
0.73839,0.24894
0.54395,0.48234
0.36153,0.83450
0.87749,0.49983
0.73295,0.13241
0.98794,0.99126
0.72572,0.85133
0.34925,0.15579
0.00104,0.47928
0.53842,0.99079
0.99449,0.54596
0.73460,0.10571
0.54957,0.56307
0.71295,0.31766
0.30185,0.39723
0.59173,0.48502
0.47924,0.03140
0.18444,0.04412
0.91715,0.83326
0.40154,0.90051
0.50684,0.94986
0.03649,0.33915
0.68307,0.60238
0.29451,0.65904
0.85160,0.71455
0.46181,0.74949
0.62040,0.75404
0.90700,0.83076
0.59493,0.92087
0.64914,0.22245
0.05355,0.86207
0.50996,0.33004
0.54765,0.28275
0.32433,0.15943
0.17340,0.33736
0.13277,0.16248
0.92110,0.66819
0.54983,0.39512
0.72573,0.49679
0.08053,0.99666
0.12042,0.98783
0.85573,0.51414
0.48506,0.82690
0.38838,0.06422
0.67965,0.47971
0.00354,0.33439
0.33296,0.54079
0.43459,0.93167
0.65423,0.25300
0.40449,0.31220
0.79920,0.23573
0.77704,0.81518
0.39650,0.98198
0.06457,0.69503
0.47776,0.98745
0.61410,0.27156
0.82561,0.89831
0.82112,0.55524
0.60434,0.09622
0.14011,0.16198
0.11438,0.27566
0.78746,0.74515
0.76693,0.08372
0.70058,0.21601
0.85685,0.32978
0.87473,0.43288
0.77846,0.42461
0.45078,0.75691
0.64559,0.12829
0.75642,0.92710
0.15356,0.73791
0.37906,0.85084
0.64669,0.92480
0.97263,0.71775
0.73188,0.90635
0.04233,0.09413
0.00134,0.97497
0.02477,0.62949
0.34903,0.53596
0.10829,0.82669
0.83932,0.38804
0.30791,0.25936
0.76036,0.82991
0.92026,0.21801
0.76197,0.32756
0.98448,0.53036
0.08564,0.50186
0.84300,0.37407
0.59151,0.73110
0.85721,0.81914
0.72197,0.42956
0.61762,0.74886
0.14362,0.19297
0.40405,0.12919
0.82716,0.95271
0.86124,0.06479
0.54161,0.39221
0.41979,0.68340
0.85785,0.59266
0.55129,0.71437
0.15640,0.60566
0.87370,0.86710
0.50882,0.33012
0.74980,0.48322
0.17474,0.54048
0.28688,0.69231
0.19260,0.78357
0.52115,0.21382
0.27718,0.80987
0.04010,0.51788
0.21521,0.24508
0.77167,0.83360
0.20983,0.10631
0.88716,0.09009
0.59117,0.56167
0.09325,0.30427
0.68486,0.36680
0.21042,0.43254
0.34963,0.15455
0.27627,0.60650
0.03412,0.14617
0.29189,0.33917
0.68945,0.34416
0.44578,0.09746
0.89554,0.32353
0.93731,0.59826
0.80787,0.35253
0.54486,0.10217
0.54784,0.80516
0.42292,0.42757
0.75231,0.10217
0.81899,0.06072
0.88909,0.92768
0.89286,0.56376
0.01250,0.84870
0.10707,0.20165
0.82160,0.06256
0.47848,0.87038
0.49502,0.22624
0.00185,0.78159
0.03863,0.93795
0.67619,0.80491
0.85799,0.83552
0.28481,0.47235
0.56946,0.17147
0.20541,0.29014
0.51282,0.63413
0.49997,0.40554
0.40820,0.32571
0.82799,0.09658
0.72538,0.86291
0.86824,0.93069
0.06460,0.97967
0.63258,0.82298
0.83215,0.56729
0.96392,0.12097
0.59230,0.00833
0.57975,0.18678
0.02790,0.72198
0.34628,0.77983
0.17231,0.93039
0.00208,0.23003
0.56134,0.77042
0.05802,0.52608
0.30429,0.97679
0.05065,0.01802
0.05047,0.98809
0.84052,0.03327
0.63129,0.34565
0.22441,0.57441
0.89672,0.61902
0.90372,0.48539
0.72392,0.95015
0.14004,0.59569
0.21587,0.91178
0.93899,0.93455
0.39541,0.52741
0.01489,0.36671
0.70754,0.78328
0.66967,0.97876
0.85838,0.52751
0.98234,0.51384
0.29443,0.18193
0.72898,0.31444
0.15881,0.97210
0.16515,0.10493
0.22279,0.58912
0.34238,0.51413
0.30670,0.55930
0.68554,0.42247
0.63494,0.82857
0.94761,0.24076
0.33544,0.65153
0.20378,0.92262
0.49615,0.73217
0.16355,0.48424
0.68287,0.64744
0.56088,0.77837
0.86109,0.73919
0.30273,0.16195
0.27620,0.09556
0.80251,0.19094
0.89547,0.98557
0.59688,0.08734
0.17326,0.88379
0.17401,0.35752
0.58718,0.91511
0.17106,0.57841
0.53853,0.35231
0.23346,0.21327
0.35754,0.70174
0.42940,0.87884
0.82011,0.76019
0.97681,0.41416
0.90276,0.63531
0.66305,0.05367
0.93133,0.07843
0.49228,0.43284
0.84327,0.35473
0.16519,0.04004
0.97317,0.60015
0.42822,0.49638
0.19982,0.00458
0.49298,0.92628
0.68459,0.05774
0.55334,0.20066
0.48115,0.25967
0.29030,0.74939
0.46406,0.44999
0.19807,0.60928
0.87256,0.98636
0.89324,0.52006
0.43081,0.28878
0.57470,0.59057
0.91187,0.50092
0.94772,0.35552
0.30875,0.74223
0.63508,0.38521
0.08171,0.21597
0.50476,0.37945
0.96485,0.13200
0.84197,0.69991
0.99387,0.93160
0.99878,0.54209
0.43498,0.87019
0.97855,0.76626
0.62995,0.73986
0.88882,0.16008
0.91850,0.92524
0.08243,0.62749
0.44928,0.52706
0.00922,0.95068
0.75066,0.77344
0.04038,0.61926
0.40875,0.18236
0.07916,0.45035
0.90105,0.45427
0.27404,0.10585
0.38412,0.39291
0.23876,0.18486
0.86984,0.42674
0.14952,0.33451
0.98103,0.26915
0.09388,0.46746
0.09703,0.12702
0.55165,0.71870
0.45360,0.57573
0.86262,0.99225
0.64539,0.60958
0.63751,0.80090
0.16936,0.79515
0.22421,0.15471
0.44055,0.14665
0.35164,0.50562
0.15911,0.44060
0.69746,0.98615
0.13028,0.48491
0.02401,0.72848
0.29808,0.84455
0.14561,0.96596
0.89666,0.26610
0.07344,0.75904
0.81644,0.02018
0.71786,0.37251
0.45747,0.09232
0.38707,0.71505
0.79274,0.46139
0.68887,0.46954
0.64795,0.52048
0.13735,0.61791
0.42319,0.43603
0.98357,0.85092
0.17373,0.60714
0.21206,0.74704
0.06219,0.84594
0.52187,0.97874
0.33417,0.67291
0.35840,0.40876
0.09462,0.61303
0.17517,0.59004
0.45261,0.44998
0.73987,0.82933
0.51953,0.20287
0.81438,0.90907
0.81885,0.57816
0.91140,0.13413
0.05527,0.65646
0.33877,0.10676
0.90512,0.45846
0.20603,0.46266
0.02621,0.36782
0.39799,0.12368
0.96088,0.89368
0.32208,0.09325
0.19094,0.05426
0.17531,0.89618
0.32244,0.01473
0.50407,0.14294
0.36413,0.19174
0.03463,0.35795
0.16006,0.13962
0.74072,0.64530
0.20030,0.11309
0.42093,0.48786
0.35884,0.36897
0.39396,0.64932
0.35293,0.69093
0.23142,0.08308
0.34897,0.34031
0.58849,0.70088
0.69767,0.63432
0.60247,0.39854
0.24787,0.02974
0.55672,0.35839
0.49955,0.93056
0.93236,0.22656
0.45114,0.93089
0.47166,0.69823
0.08928,0.95904
0.86095,0.45793
0.86230,0.99179
0.11935,0.94930
0.04270,0.95288
0.99503,0.54373
0.00045,0.33856
0.13653,0.05078
0.96027,0.07343
0.68877,0.84873
0.17812,0.48165
0.36368,0.63039
0.34696,0.12578
0.78936,0.91490
0.83966,0.52289
0.44450,0.14837
0.20118,0.92145
0.44296,0.04089
0.33592,0.53982
0.33180,0.32928
0.28774,0.24451
0.76260,0.70698
0.54154,0.47282
0.69923,0.13031
0.53073,0.91364
0.22555,0.30387
0.52577,0.67530
0.20750,0.40415
0.96154,0.62045
0.76649,0.13017
0.67316,0.40502
0.37334,0.25836
0.29873,0.39690
0.00534,0.58179
0.34827,0.25301
0.20439,0.92681
0.36422,0.43029
0.68183,0.45653
0.13101,0.72864
0.08730,0.62754
0.16567,0.64301
0.41523,0.99841
0.83477,0.59844
0.47212,0.24393
0.49547,0.43899
0.18970,0.55488
0.76092,0.14372
0.64610,0.95548
0.66328,0.02145
0.16604,0.01619
0.86043,0.21799
0.79903,0.29516
0.81913,0.75245
0.69590,0.70500
0.58818,0.84606
0.37393,0.46308
0.17141,0.93524
0.62942,0.44504
0.23759,0.64540
0.31699,0.67832
0.67904,0.73850
0.01084,0.20662
0.09459,0.70098
0.78093,0.31075
0.40582,0.28162
0.78605,0.62366
0.50815,0.05263
0.37220,0.77117
0.48181,0.12512
0.98860,0.27089
0.40340,0.77833
0.56450,0.38692
0.18895,0.74591
0.87186,0.70538
0.01946,0.47741
0.47586,0.47533
0.49279,0.74603
0.42883,0.19758
0.47058,0.96188
0.28826,0.29715
0.07815,0.51129
0.01323,0.98750
0.08430,0.65681
0.04247,0.12661
0.92944,0.33050
0.42590,0.35235
0.80282,0.65129
0.83050,0.80762
0.04686,0.48002
0.83181,0.64098
0.80475,0.02213
0.94614,0.75591
0.20975,0.50649
0.47859,0.94780
0.51873,0.51479
0.66084,0.07603
0.90979,0.59383
0.85504,0.54950
0.47113,0.52794
0.71022,0.08012
0.42700,0.04541
0.34590,0.62108
0.78269,0.78238
0.41136,0.03449
0.75576,0.54568
0.15673,0.13577
0.27043,0.96472
0.23957,0.73953
0.67984,0.53286
0.53189,0.38363
0.85284,0.10524
0.41442,0.00406
0.92714,0.34339
0.70847,0.59434
0.81726,0.66439
0.71369,0.03805
0.63032,0.04203
0.76806,0.89387
0.85134,0.43795
0.52199,0.53678
0.41225,0.52205
0.79161,0.66488
0.00604,0.25095
0.72134,0.92198
0.56982,0.36763
0.50911,0.22065
0.14560,0.82549
0.28202,0.61528
0.11401,0.13951
0.24226,0.86713
0.99855,0.77493
0.40933,0.15646
0.90167,0.29266
0.63487,0.51956
0.91528,0.09255
0.25983,0.04223
0.21561,0.09696
0.67677,0.23393
0.52107,0.27597
0.51587,0.00334
0.51465,0.27175
0.48216,0.39104
0.26812,0.90047
0.61441,0.38752
0.26369,0.81027
0.85507,0.52429
0.80352,0.27847
0.66214,0.47263
0.78480,0.85882
0.35232,0.12933
0.28678,0.66604
0.05532,0.97571
0.85695,0.86854
0.82909,0.74969
0.00779,0.99607
0.54541,0.12637
0.38754,0.41561
0.86064,0.04896
0.89296,0.75119
0.89986,0.78194
0.98854,0.33899
0.04007,0.08300
0.99680,0.02111
0.73001,0.74217
0.68865,0.18580
0.26232,0.14983
0.65838,0.57460
0.60931,0.86850
0.34208,0.84255
0.48394,0.96094
0.85722,0.22883
0.73665,0.13005
0.80591,0.86080
0.29097,0.09103
0.55767,0.49554
0.75322,0.18364
0.43066,0.47701
0.38465,0.49822
0.38307,0.40217
0.45685,0.49807
0.98639,0.06250
0.62096,0.69989
0.86016,0.74276
0.58665,0.04638
0.97517,0.35841
0.87526,0.62415
0.19648,0.29904
0.68243,0.31942
0.57219,0.88669
0.17991,0.62205
0.60874,0.35095
0.22068,0.52110
0.84782,0.95531
0.79053,0.01801
0.25246,0.95783
0.63819,0.79129
0.52524,0.95831
0.77821,0.41611
0.20545,0.27080
0.57020,0.24851
0.84526,0.83928
0.18866,0.39597
0.84183,0.13057
0.46893,0.54839
0.93991,0.03364
0.32972,0.85245
0.93306,0.24713
0.34184,0.33439
0.01376,0.90719
0.38553,0.20975
0.55402,0.58313
0.68643,0.21740
0.34012,0.03025
0.40224,0.29800
0.57326,0.63562
0.30625,0.78484
0.98189,0.07482
0.26662,0.39558
0.66447,0.27131
0.10431,0.85721
0.90548,0.68424
0.74318,0.43487
0.37443,0.60112
0.78466,0.78915
0.81500,0.37349
0.46805,0.38293
0.21299,0.39303
0.61151,0.15710
0.30395,0.16715
0.77272,0.99394
0.38683,0.68670
0.66117,0.44175
0.63536,0.77029
0.08648,0.21531
0.62577,0.50314
0.78028,0.96073
0.06170,0.48018
0.18630,0.47218
0.36684,0.41571
0.65892,0.67353
0.54354,0.35873
0.49258,0.90670
0.32985,0.40907
0.26957,0.84245
0.61115,0.58019
0.83208,0.78463
0.82246,0.44239
0.43144,0.54631
0.84448,0.89875
0.79869,0.54922
0.48557,0.72870
0.38060,0.52604
0.22555,0.70614
0.16306,0.43830
0.06912,0.67636
0.48065,0.58260
0.36794,0.74360
0.92192,0.66664
0.96709,0.68193
0.04324,0.86859
0.42442,0.09467
0.25857,0.91349
0.27491,0.08145
0.48004,0.54527
0.15894,0.97252
0.78819,0.54624
0.25590,0.72540
0.96950,0.10516
0.19397,0.86306
0.27698,0.58671
0.22020,0.64178
0.39770,0.31785
0.80514,0.29633
0.41379,0.85126
0.59826,0.67901
0.21948,0.18269
0.55183,0.36153
0.26792,0.86744
0.60975,0.64871
0.30315,0.37532
0.43212,0.35971
0.67409,0.18351
0.70218,0.92333
0.84398,0.97454
0.22393,0.81215
0.57618,0.27131
0.96134,0.20270
0.99400,0.47782
0.89758,0.18336
0.23183,0.03939
0.91599,0.55101
0.42424,0.15408
0.24999,0.89870
0.40081,0.69938
0.73985,0.79120
0.42302,0.11876
0.29069,0.24486
0.53226,0.96558
0.74290,0.58811
0.99457,0.50832
0.66141,0.36103
0.34598,0.29551
0.65934,0.90635
0.44910,0.83584
0.48642,0.98367
0.17048,0.51927
0.59570,0.64954
0.23646,0.85664
0.33351,0.06863
0.34172,0.49702
0.84705,0.21956
0.74547,0.82411
0.58266,0.48983
0.89042,0.23353
0.43683,0.56984
0.92182,0.73366
0.27522,0.18856
0.86791,0.52529
0.97793,0.46270
0.73970,0.56781
0.04890,0.09399
0.52976,0.46936
0.70163,0.91944
0.42751,0.46068
0.44915,0.02357
0.43788,0.06281
0.30970,0.83743
0.33850,0.06113
0.90542,0.51773
0.19480,0.92460
0.13497,0.91823
0.00011,0.45568
0.63929,0.95117
0.75537,0.19305
0.08254,0.47014
0.79013,0.47736
